id,title,year,location,lat,lng,category,description
Hatch_UDB_7436,Flying Saucer Formation Overhead,10/30/1965,"PINHAL, BRZ",-22.200001,-46.750002,UAP,Numerous observer(s). Huge night light blocks road. Going up [to] and going quickly [to] overhead. Luminous disk / factory. / r8#713.
Hatch_UDB_7437,Baffling Event Leaves Witnesses in Awe,11/1965,"REZAY, FR",46.672224,2.183333,UAP,Silent luminous orange 60cm sphere / 15M altitude. Follows woman all the way home.
Hatch_UDB_7438,Flying Saucer Formation Overhead,11/1965,"BROKEN HILL = KABWE, ZAMBIA",-14.450001,28.450001,UAP,30M saucer 15M high. Green-light / portholes clearly seen.
Hatch_UDB_7439,Flying Saucer Formation Overhead,11/1965,"FAYETTEVILLE, NC",35.033335,-78.883337,UAP,"Several observer(s). Silent 30m saucer going [to] directly overhead / 60m altitude. ""Got a good look""."
Hatch_UDB_7440,Flying Saucer Formation Overhead,11/1/1965,"HUANUCO, PERU",-9.916667,-76.233337,UAP,Saturn saucer hovers / 400M. Antenna rotates / top. Going quickly north / observers near. / r111p243.
Hatch_UDB_7441,Silent Aerial Object Displays Unusual Movement,11/4/1965,"MIDDLETOWN, OH",39.516669,-84.400004,UAP,Project Bluebook Case #10066. Observer(s) = Tucker. Night light hovers and dives / Great Miami River. Flies off.
Hatch_UDB_7442,Baffling Event Leaves Witnesses in Awe,11/9/1965,"CAMILLUS, NY",43.016669,-76.300004,UAP,2+3 kids. City lights dim as domed fireball goes over. Lights out when gone.
Hatch_UDB_7443,Baffling Event Leaves Witnesses in Awe,11/9/1965,"EAST / CICERO SWAMP, NY",43.144447,-76.083337,OTHER,2 / light plane. Huge ball / fire where high tension power lines lines cross river.
Hatch_UDB_7444,Baffling Event Leaves Witnesses in Awe,11/9/1965,"TIDIOUTE, PA",41.683335,-79.405559,UAP,2 objects pace 2 men / light plane. Jets pursue! Objects shoot away. No further details.
Hatch_UDB_7445,Baffling Event Leaves Witnesses in Awe,11/9/1965,"CLAY, NY",43.200002,-76.200004,UAP,Night lights seen / main electric transmission line. Huge power outage / northeast USA and E. Canada.
Hatch_UDB_7446,Baffling Event Leaves Witnesses in Awe,11/9/1965,"SYRACUSE, NY",43.033335,-76.16667,OTHER,Several pilots / runway. 50' fireball / 100' altitude near airport. Same again 10 mn later.
Hatch_UDB_7447,Flying Saucer Formation Overhead,11/11/1965,"MOGI-GUACU, BRZ",-22.366668,-46.950002,NHI,UFO beams going up. Small humanoid (or Grey) takes plants leaves and twigs. Watches horse. FSRv16#6.
Hatch_UDB_7448,Baffling Event Leaves Witnesses in Awe,11/13/1965,"OFF RUGGED ISL., NZ",-46.688891,167.700008,UAP,2 odd craft surface. Float 5M over water. Vanish! / r44p56.
Hatch_UDB_7449,Flying Saucer Formation Overhead,11/13/1965,"MOGI-GUACU, BRZ",-22.366668,-46.966669,UAP,Several observer(s). Saucer lands. Shoots beam going up. 3 small humanoids (or Greys) exit / outfits. / r111p245.
Hatch_UDB_7450,Flying Saucer Formation Overhead,11/14/1965,"CLINTON, IN",39.655557,-87.400004,UAP,"3 cops and many. Disk maneuvers over town. ""Highly maneuverable. No further details. / r204p90."
Hatch_UDB_7451,Baffling Event Leaves Witnesses in Awe,11/16/1965,PACIFIC 138° 44E-25° 04N PROJECT BLUEBOOK CASE #UNKNOWN,25.066668,138.73334,OTHER,Military observer(s). No further details [in] at all.
Hatch_UDB_7452,Baffling Event Leaves Witnesses in Awe,11/16/1965,"HWY17 NEAR LUVERNE, MN",43.655558,-96.211116,UAP,Car radio dies. Engine coughs. Object / sky beams light going down [to] ground.
Hatch_UDB_7453,Baffling Event Leaves Witnesses in Awe,11/16/1965,"SALEM, MASS",42.533335,-70.894448,UAP,4 observer(s). Large red and small white night lights over power plant. Rainy day. Go off and back 3X.
Hatch_UDB_7454,Baffling Event Leaves Witnesses in Awe,11/16/1965,"WEST / CYRUS, MN",45.616669,-95.766671,UAP,Red-glowing cylinder/cylindrical object with cone on top. 4M x 2 meters diameter. Car slows / passing. Rises and going quickly northwest.
Hatch_UDB_7455,Baffling Event Leaves Witnesses in Awe,11/17/1965,"NEAR AGRA, KS",39.761113,-99.116671,UAP,2+2 observer(s) / car. Vibrant bright object buzzes car. Returns and follows car going [to] town. Windows?
Hatch_UDB_7456,Baffling Event Leaves Witnesses in Awe,11/18/1965,"FLORES DISTR / BUENOS AIRES, ARG",-34.633335,-58.472225,OTHER,3+observer(s). Bright horseshoe-ovoid going quickly [to] overhead low and extremely fast.
Hatch_UDB_7457,Baffling Event Leaves Witnesses in Awe,11/20/1965,"SOUTHWEST / BIRD ROCK STATION/DEPOT/FACILITY, SOUTH ATLANTIC",-54.000003,-38.050002,UAP,2 observer(s). Bright circular object going southwest. Sudden turn going quickly west. Fast.
Hatch_UDB_7458,Baffling Event Leaves Witnesses in Awe,11/26/1965,"ST. PAUL, MN",44.933335,-93.100004,UAP,Many observer(s). Blue night lights all over/all about. Power outages and cars electro-magnetic effect (EME). / APRO Jan'66+/ r98#65.
Hatch_UDB_7459,Flying Saucer Formation Overhead,11/29/1965,"SPRINGHILL, NS",45.650002,-64.050003,UAP,Domed saucer / ground level. Mechanical arm / fingers extends / opening! / r204p92+/ r8.
Hatch_UDB_7460,Flying Saucer Formation Overhead,11/30/1965,"CORNWALLIS, NS",44.650002,-65.633336,UAP,Slim cylinder/cylindrical object flies into saucer / beach. Rocks pushed away / takeoff. / MJ#271.
Hatch_UDB_7461,Flying Saucer Formation Overhead,12/1965,"MURCIA AIR FORCE BASE, SP",37.983335,-1.133333,OTHER,Machinist knocked off bicycle / UFO. Type unknown. Official investigation/investigators. No joke.
Hatch_UDB_7462,Baffling Event Leaves Witnesses in Awe,12/1/1965,"ADHARA OBSV, ARG",-34.555557,-58.711114,UAP,Astronomer. Night lights follow satellites. Self luminous. Maneuvers. Fantastic speed/velocity.
Hatch_UDB_7463,Baffling Event Leaves Witnesses in Awe,12/2/1965,"OFF SAN PEDRO, CA",33.633335,-118.266672,UAP,2 observer(s) photograph red-glow object. Dives / ocean. Steam rises. Missile?
Hatch_UDB_7464,Baffling Event Leaves Witnesses in Awe,12/4/1965,"DERIDDER, LA",30.833335,-93.300004,UAP,Glowing object / treetops. Follows car. Several separate report(s) / area / same night.
Hatch_UDB_7465,Flying Saucer Formation Overhead,12/4/1965,"NEAR TUCUMAN, ARG",-26.833335,-65.250003,UAP,"12 observer(s). Saucer lands / field. Paper found-""CHNY Ynoss"" written on it."
Hatch_UDB_7466,Silent Aerial Object Displays Unusual Movement,12/6/1965,"INDOOROOPILLY AND BRISBANE, AUSTRALIA",-27.533335,153.116674,UAP,Fireball hovers / houses. Going up and down. Vanishes. Night lights buzz car..
Hatch_UDB_7467,Flying Saucer Formation Overhead,12/7/1965,"MATOSINHOS, PORTUGAL",41.200002,-8.7,UAP,4 observer(s) near Castelo do Quiejo. 2 saucers over sea. Blue lights / edge.
Hatch_UDB_7468,Baffling Event Leaves Witnesses in Awe,12/8/1965,"TANGENT, OR",44.538891,-123.105561,OTHER,Project Bluebook Case #unknown. Observer(s) = Blatchford. Luminous hoops maneuver in sky. No press coverage.
Hatch_UDB_7469,Baffling Event Leaves Witnesses in Awe,12/8/1965,"A36 NEAR BECKINGTON, ENGL",51.255558,-2.283333,OTHER,Phony land rover without wheels passes car. Whines and vanishes!
Hatch_UDB_7470,Brilliant Celestial Object Streaks Across Sky,12/9/1965,"WEST / KECKSBURG, PA",40.188891,-79.56667,NATURAL PHENOMENA,Meteor flames down. Recovery grossly exaggerated. / r95v6#1.
Hatch_UDB_7471,Flying Saucer Formation Overhead,12/14/1965,"SALT SPRINGS, FL",29.350001,-81.733337,UAP,3 observer(s). 45M saucer beams light going down / high-tension lines. CB radios electro-magnetic effect (EME). Odor.
Hatch_UDB_7472,Baffling Event Leaves Witnesses in Awe,12/15/1965 (approximate),"COTSWOLD HILLS, AVON",51.583336,-2.266667,UAP,Phony land rover without lights passes car. Vanishes / puff / smoke.
Hatch_UDB_7473,Silent Aerial Object Displays Unusual Movement,12/16/1965,200MI WITH BAJA CALIFORNIA,24.000001,-115.000005,UAP,Ship crew. Cloud going north. Strong beam going down. Almond object exits. / r204p93.
Hatch_UDB_7474,Flying Saucer Formation Overhead,12/20/1965,"HERMAN, MN",45.811113,-96.144449,UAP,Night light. Saucer. Truck malfunctions due to EME (electro-magnetic effects). Missing time. Driver wakes / truck in ditch. / MJ#272+/ r41p250.
Hatch_UDB_7475,Baffling Event Leaves Witnesses in Awe,12/21/1965,"HUESCA, SPAIN",42.116669,-0.416667,UAP,Uneven dumbbell object photographed. Similar to Romanian object. Balloon?
Hatch_UDB_7476,Baffling Event Leaves Witnesses in Awe,12/22/1965,"BECHAR, ALGERIA",31.583335,-2.283333,OTHER,Fr. Air Force transport crew. Fast dark dome. 2 passes / same altitude over airport.
Hatch_UDB_7477,Flying Saucer Formation Overhead,12/23/1965,"SOUTH / GOODRIDGE, MN",48.066669,-95.811116,UAP,3 / car / malfunctions due to EME (electro-magnetic effects). 9m saucer just over highway. Car restarts as saucer flies.
Hatch_UDB_7478,Flying Saucer Formation Overhead,12/26/1965,"NEAR CAPPOQUIN, IREL",52.138891,-7.844445,UAP,2 / car. Saucer with flame / rear. Photographs public / London papers. / r204p93.
Hatch_UDB_7479,Flying Saucer Formation Overhead,12/30/1965,"PR11 30KM WITH LONGLAC, ONT",49.650002,-86.733337,UAP,Scientist/science teacher. Bright yellow saucer hovers 8M over trees / 20 minute(s).
Hatch_UDB_7480,Flying Saucer Formation Overhead,1/1966?,"NAIROBI TO/FROM MOMBASA, KENYA",-2.666667,38.250002,UAP,2 / plane. 6 metallic lens-saucers / circular formation going north. Shoot going quickly NNE.
Hatch_UDB_7481,Baffling Event Leaves Witnesses in Awe,1/3/1966,"LOS ALTOS, CA",37.383335,-122.100006,UAP,Rocket expert. Night lights maneuver. 1200mph. Going quickly west. Searchlights sweep. / r73p58.
Hatch_UDB_7482,Flying Saucer Formation Overhead,1/7/1966,"BUENOS AIRES GOING QUICKLY [TO] NEQUEN, ARG",-37.000002,-64.000003,UAP,Glowing disk follows and 'observes' airliner / 30 minute(s) going southwest.
Hatch_UDB_7483,Flying Saucer Formation Overhead,1/7/1966,"WILMER, AL",30.822224,-88.361115,UAP,4M domed saucer / road. Car malfunctions due to EME (electro-magnetic effects). Watch stops. Sulfury crud. Saucer going northeast. / r55p42.
Hatch_UDB_7484,Flying Saucer Formation Overhead,1/8/1966,"VALENCIA, VNZL",10.183334,-68.01667,UAP,Many observer(s). Luminous disk going southwest / very low altitude. 2 more going south / high altitude / 2200hrs.
Hatch_UDB_7485,Baffling Event Leaves Witnesses in Awe,1/9/1966,"NATO BASE / NAPOLI, IT",40.833335,14.233334,OTHER,Air and ground observer(s). Fireball over base. Jets chase. Big blackout. / LDLN#247.
Hatch_UDB_7486,Flying Saucer Formation Overhead,1/9/1966,"CHASCOMUS, ARG",-35.516668,-58.016669,UAP,3 / car. Motor and lights electro-magnetic effect (EME). UFO flys away. AOK after. / r215p50. / r79p27.
Hatch_UDB_7487,Flying Saucer Formation Overhead,1/11/1966,"MEYERSDALE, PA",39.816669,-79.027782,UAP,Nurse and 5 / car. Headlights dim. Silent classic saucer going quickly northwest / fantastic speed.
Hatch_UDB_7488,Baffling Event Leaves Witnesses in Awe,1/11/1966,"WANAQUE RESERVOIR, NJ",41.050002,-74.283337,OTHER,Cops and more/others. Night light cavorts. White beams going down. Others to 11 Oct. '66. / APRO May'66.
Hatch_UDB_7489,Baffling Event Leaves Witnesses in Awe,1/14/1966,"WESTON, MASS",42.366669,-71.305559,UAP,Mit scientist/science with (seen thru) binoculars and 3. Night light maneuvers. Cylinder/cigar-shape with spotlights back on 16 Apr. '66.
Hatch_UDB_7490,Baffling Event Leaves Witnesses in Awe,1/16/1966,"BOLAZEC, FR",48.461113,-3.566667,OTHER,4M luminous box going up / roadside going [to] over car. Lands. Portholes. / r251p70+/ APRO 5'66+/ r8.
Hatch_UDB_7491,Baffling Event Leaves Witnesses in Awe,1/16/1966,"MT. SUNAPEE, NH",43.311113,-72.06667,OTHER,1 observer. White ovoid over power lines. Rod touches wire and retracts. / MJ#278.
Hatch_UDB_7492,Baffling Event Leaves Witnesses in Awe,1/16/1966,"WAIKIKI, HI",21.400001,-157.97223,UAP,Commercial aircraft pilot. White disc going quickly north / 3000kph. Pulls straight up and gone.
Hatch_UDB_7493,Flying Saucer Formation Overhead,1/17/1966,"ATHENS, GA",33.961113,-83.377782,UAP,4 separate observer(s). Silver disk / low altitude. Jet chases. Object going quickly [to] going quickly [to] going south leaving jet behind.
Hatch_UDB_7494,Baffling Event Leaves Witnesses in Awe,1/17/1966,"WARMINSTER, WILTS",51.200002,-2.216667,UAP,3 kids. Chain / white lights. Some vanish / Pop. Others maneuver. Balloons?
Hatch_UDB_7495,Baffling Event Leaves Witnesses in Awe,1/18/1966,"CHINA LAKE NAS, CA",35.666668,-117.000006,OTHER,"2 observer(s). ""Arrowhead"" skims terrain / 10' altitude north going quickly south. Gravitational effects?"
Hatch_UDB_7496,Baffling Event Leaves Witnesses in Awe,1/18/1966,"NEW BRITAIN, CT",41.661113,-72.777781,UAP,Metallurgist. Round object with lights rotates slow. Row / red lights blinks.
Hatch_UDB_7497,Flying Saucer Formation Overhead,1/19/1966,"EURAMO, QLD",-17.900001,145.866674,UAP,25' saucer hisses and going up / swamp. Spins. Going southwest. Tractor malfunctions due to EME (electro-magnetic effects). Nest. / r73p32+/ r174p111.
Hatch_UDB_7498,Baffling Event Leaves Witnesses in Awe,1/19/1966,"ACARIGUA, VNZ",9.561112,-69.200003,UAP,2 luminous/glowing-objects. 1 going south. 1 going west. All power out when they meet over town. / r73p35.
Hatch_UDB_7499,Silent Aerial Object Displays Unusual Movement,1/20/1966,"KATANNING, AUS",-33.700002,117.550006,UAP,Blinding object hovers over car. Going up and down. Bee buzz sound. Paralysis..
Hatch_UDB_7500,Flying Saucer Formation Overhead,1/21/1966,"NEAR HORNINGSHAM, WILTS",51.172225,-2.272222,UAP,3 figure(s) / space-suits jump into hedgerow. Saucer rises / lake and away.
Hatch_UDB_7501,Flying Saucer Formation Overhead,1/23/1966,"COOKTOWN, TULLY, QL, AUS",-17.916668,145.850007,OTHER,More UFO nests / Sydney sun Herald. Crushed reeds. / r246p131.
Hatch_UDB_7502,Baffling Event Leaves Witnesses in Awe,1/29/1966,"REXBURG, ID",43.816669,-111.783339,UAP,Truck-size glowing-object blocks road. 2 observer(s) turn and drive back. / USAF Tech. Intel. Center. (ATIC.)
Hatch_UDB_7503,Flying Saucer Formation Overhead,2/2/1966,"SALISBURY, NC",35.666668,-80.466671,UAP,Project Bluebook Case #10193. Unidentified. 2 / (seen thru) binoculars. 10 balls orbit diamond-saucer. Going north. Curves going east.
Hatch_UDB_7504,Baffling Event Leaves Witnesses in Awe,2/5/1966,"NEAR OBISPO TREJO, ARG",-30.766668,-63.41667,OTHER,Several observer(s). Thunder. 2 mushroom shapes shrink and swell going quickly west.
Hatch_UDB_7505,Flying Saucer Formation Overhead,2/6/1966,"NEDERLAND, TX",29.966668,-93.983338,UAP,Project Bluebook Case #10196. Street all lit / red. Saucer at 300'. Darkens / plane passes. Going west.
Hatch_UDB_7506,Silent Aerial Object Displays Unusual Movement,2/8/1966,"NEAR RIO DJ, BRZ",-22.900001,-43.250002,UAP,7 / C130+Air Traffic Controllers. White night light chases training flight. Away and back. Hovers / steeple.
Hatch_UDB_7507,Silent Aerial Object Displays Unusual Movement,2/9/1966,"HEYTESBURY, WILTS",51.183336,-2.105556,UAP,1 observer. Glowing ovoid hovers. 8 circular maneuvers / 15 minute(s). Changes colors.
Hatch_UDB_7508,Flying Saucer Formation Overhead,2/11/1966,"SKOWHEGAN, ME",44.766669,-69.722226,UAP,2 cops. 6M saucer 100m away. Blip / tight low turns / Dow Air Force Base RADAR. / r41p242.
Hatch_UDB_7509,Flying Saucer Formation Overhead,2/13/1966,"SOUTH / CALABOZO, VNZL",8.666667,-67.450003,UAP,Man / light plane. Domed disk / 2400M altitude. Several photographs. 1 sent to APRO.
Hatch_UDB_7510,Flying Saucer Formation Overhead,2/13/1966,"METHOW, WA",48.12778,-120.000006,UAP,3 / home. 1M luminous disk peeks / windows! Hides from observers. Fast maneuvers.
Hatch_UDB_7511,Flying Saucer Formation Overhead,2/14/1966,"YAGOONA, NSW",-33.916668,151.027785,OTHER,Smelly circular indent / swamp. Possible UFO-nest. Reeds sucked out.
Hatch_UDB_7512,Flying Saucer Formation Overhead,2/16/1966,"BRUNSWICK NAS, ME",43.894447,-69.938892,UAP,Project Bluebook Case #unknown. Luminous object lands / woods. Flashes. 2nd UFO joins. No further details. / USAF Tech. Intel. Center. (ATIC.)
Hatch_UDB_7513,Baffling Event Leaves Witnesses in Awe,2/17/1966,"NORTH / NOONAN, ND",48.966669,-103.011116,UAP,Farmer. 2 Saturn-night lights going quickly north and northwest over border. USAF investigation/investigators indicates RADAR too.
Hatch_UDB_7514,Flying Saucer Formation Overhead,2/22/1966,"SOUTH KINGSTON, NH",42.883335,-71.06667,UAP,6 observer(s). Domed saucer maneuvers and wobbles / 35 minute(s). Rectangular windows. Ring / red portholes.
Hatch_UDB_7515,Flying Saucer Formation Overhead,2/25/1966,"QUIPAPA, BRZ",-8.816667,-36.033335,UAP,3 observer(s). Large disk / ground. 3 small humanoids (or Greys) and pseudo-human/entity. Circles area. Silent. Traces. / r180p40.
Hatch_UDB_7516,Flying Saucer Formation Overhead,2/26/1966,"KELOWNA, BC",49.900002,-119.333339,UAP,UFO hovers over Lake Okangan. 2nd object surfaces! Both quickly going up [to] and away. Local (as a local wave) wave.
Hatch_UDB_7517,Baffling Event Leaves Witnesses in Awe,2/26/1966,"SOUTH / CORSLEY, WILTS",51.200002,-2.255556,OTHER,RAF man and 3. Night light east going west loops and fantastic maneuvers circles and accelerations / 115min.
Hatch_UDB_7518,Flying Saucer Formation Overhead,2/26/1966,"TRIVOLI, IL",40.694446,-89.866671,UAP,East / Farmington. Domed saucer circles car 2X. Radio Frequency Interference (RFI) = signal and noise. Going north. / r8#727.
Hatch_UDB_7519,Flying Saucer Formation Overhead,2/28/1966 (approximate),"12M NORTHEAST / SARANPAUL, USSR",64.383336,61.100003,UAP,Geologist and more. 2 luminous disks / low altitude. Shoot beams going down. Going quickly northeast. / r9p187.
Hatch_UDB_7520,Flying Saucer Formation Overhead,3/1966,VIETNAM,15.750001,108.000005,OTHER,PFC W. J. McREYNOLDS. UFO's zigzag repeatedly in track / artillery shells!
Hatch_UDB_7521,Silent Aerial Object Displays Unusual Movement,3/2/1966,"US40 2 MILES EAST / ROOSEVELT, UT",40.311113,-109.972227,UAP,Flashing night light hovers. Shoots up at great speed..
Hatch_UDB_7522,Flying Saucer Formation Overhead,3/3/1966,"OSWEGO, NY",43.455558,-76.511115,UAP,Several observer(s). UFO going south slowly. Hovers close by. Goes going quickly southwest. Type unknown. No further details.
Hatch_UDB_7523,Flying Saucer Formation Overhead,3/5/1966,"MELBOURNE, AUS",-37.800002,144.950007,UAP,2 observer(s). 20M bowl saucer with hexagonal cabin hovers / golf course. Hums. Extremely fast.
Hatch_UDB_7524,Baffling Event Leaves Witnesses in Awe,3/6/1966,"SOUTH / BARRA / TIJUCA, BRZ",-23.033334,-43.300002,OTHER,Bright ovoid maneuvers over sea. Phones out. Back / 16 March. / r111p271.
Hatch_UDB_7525,Baffling Event Leaves Witnesses in Awe,3/7/1966,"NEAR LIMA, PERU",-12.083334,-76.900004,OTHER,C46 pilot. Silent blinding white 25cm solid ball turns going quickly southeast. / A. Berali.
Hatch_UDB_7526,Flying Saucer Formation Overhead,3/8/1966,"CHESTERTON, IN",41.633335,-87.050004,UAP,Domed wok-saucer with 4 small turrets hovers over clouds / 4 minute(s). / r98#51.
Hatch_UDB_7527,Baffling Event Leaves Witnesses in Awe,3/12/1966,"NORTH / RIO DJ, BRAZIL",-22.816668,-43.250002,OTHER,50 / military motor plant. Fast silent 6M ovoid going down / 300M altitude. General panic.
Hatch_UDB_7528,Baffling Event Leaves Witnesses in Awe,3/13/1966,"PORTSMOUTH, NH",43.083335,-70.76667,OTHER,Family. Egg-shape 45M over power lines. Power brownout. Vibration felt.
Hatch_UDB_7529,Flying Saucer Formation Overhead,3/14/1966,"SOUTHPORT, CT",41.138891,-73.283337,UAP,Domed disk swoops down in front of car. Going up [to] just in time! / J. Fuller.
Hatch_UDB_7530,Flying Saucer Formation Overhead,3/14/1966,"DEXTER, MI",42.350002,-83.850004,UAP,Dozens / cops. Several saucers hover and maneuver. Sharp turns. Extremely fast. Air Force Base RADAR's. / r47p184.
Hatch_UDB_7531,Flying Saucer Formation Overhead,3/16/1966,"CAGARRA ISLAND, BRZ",-23.050001,-43.183335,UAP,Explosion. White 'parachute' quickly going down / sea. Fireball going west. / Flying Saucer Review (FSR) v17#3+/ r44p43.
Hatch_UDB_7532,Flying Saucer Formation Overhead,3/17/1966,"HARROW, ONTARIO",42.02778,-82.900004,OTHER,UFO lands / field. 12 meters diameter X 7M high. Portholes. Rotating section.
Hatch_UDB_7533,Flying Saucer Formation Overhead,3/17/1966,"BARRA / TIJUCA, BRZ",-23.000001,-43.300002,UAP,Several observer(s). Glowing-ovoid going up [to] slow. Circles Pt. Marisco. Going west. / Flying Saucer Review (FSR) v17#3.
Hatch_UDB_7534,Baffling Event Leaves Witnesses in Awe,3/17/1966,"MILAN, MI",42.094446,-83.683337,UAP,16m delta/triangle/box-like craft follows cop-car / 1km. Radio electro-magnetic effect (EME). 4 objects total. Going quickly northwest. / r8+/ APROv14#6.
Hatch_UDB_7535,Silent Aerial Object Displays Unusual Movement,3/18/1966,"PUERTO DESEADO, ARG",-47.633336,-65.750003,UAP,11M cylinder/cigar-shape smokes and chugs. Hovers 40' over ocean. Big noise. Submerges.
Hatch_UDB_7536,Flying Saucer Formation Overhead,3/19/1966,"NITEROI, BRZ",-22.900001,-43.100002,UAP,Several / (seen thru) binoculars. Flat-top cone-saucer with oval portholes hovers. Going west and going quickly east. Jets chase.
Hatch_UDB_7537,Flying Saucer Formation Overhead,3/20/1966,"LA PORTE, IN",41.605558,-86.722226,OTHER,UFO with X-antenna / underside chases 2 / car. Cop car paced. / r19p45.
Hatch_UDB_7538,Baffling Event Leaves Witnesses in Awe,3/20/1966,"MIMS, FL",28.683335,-80.750004,OTHER,Project Bluebook Case #10247. USAF / NASA man. Night light pulses blue and white. Erratic ascent. Going quickly north.
Hatch_UDB_7539,Baffling Event Leaves Witnesses in Awe,3/20/1966,"FREEPORT, TX",28.933335,-95.350005,UAP,3 USCG men / (seen thru) binoculars. Orange glowing-ovoid. Figure(s) move behind portholes / r204p152.
Hatch_UDB_7540,Flying Saucer Formation Overhead,3/20/1966,"WARMINSTER, WILTS",51.211114,-2.177778,UAP,Several military observer(s). 3 metallic disks going quickly south. Enter odd cloud. Never emerge.
Hatch_UDB_7541,Flying Saucer Formation Overhead,3/20/1966,"DEXTER, MI",42.350002,-83.866671,UAP,Cops and more/others. 5 3M saucers. 1 going down / swamp. Rods extend going down. Very low altitude. / r235p21+/ r41p186.
Hatch_UDB_7542,Flying Saucer Formation Overhead,3/20/1966,"ANN ARBOR, MI",42.266669,-83.750004,OTHER,Falling star becomes delta-UFO. Maneuvers over homes. Coral-like surface.
Hatch_UDB_7543,Flying Saucer Formation Overhead,3/21/1966,"NITEROI, BRZ",-22.883334,-43.083335,UAP,Invisible disk ringed / lights maneuvers all over/all about. Planes chase. / r5p11.
Hatch_UDB_7544,Baffling Event Leaves Witnesses in Awe,3/21/1966,"EXETER, NH",42.966669,-70.983337,UAP,Cops and more/others. Domed glowing-ovoid. Goes going up [to] going down [to] and left and right all over/all about power lines. / r41p186.
Hatch_UDB_7545,Flying Saucer Formation Overhead,3/21/1966,"HILLSDALE COLLEGE, MI",41.922224,-84.633337,UAP,100+. Domed saucer maneuvers / 2 hours. Objects orbit. / r8#732+/ MJ#195.
Hatch_UDB_7546,Flying Saucer Formation Overhead,3/22/1966,"KEY WEST, FL",24.566668,-81.750004,UAP,Boca Chica NAS buzzed / orange glow saucers. Going quickly north over Gulf / Mexico. / r73p27.
Hatch_UDB_7547,Baffling Event Leaves Witnesses in Awe,3/22/1966,"HOUSTON, TX",29.750001,-95.400005,UAP,"1 observer. White night lights flash. Air fills with smoke. ""Yen"" sound heard closely."
Hatch_UDB_7548,Baffling Event Leaves Witnesses in Awe,3/23/1966,"JOPPA, IL",37.205557,-88.844449,UAP,~12 observer(s). Ovoid with cluster / lights maneuvers slow and silent over town. / r73p27.
Hatch_UDB_7549,Baffling Event Leaves Witnesses in Awe,3/23/1966,"FORT PIERCE, FL",27.433335,-80.31667,UAP,Blue Book. Glowing balloon too bright to watch. Vanishes without trace. P324.
Hatch_UDB_7550,Silent Aerial Object Displays Unusual Movement,3/23/1966,"CROWN POINT, NY",43.950002,-73.438892,UAP,Elongated object hovers over house. Beams going down / bottom. Shot up til gone.
Hatch_UDB_7551,Baffling Event Leaves Witnesses in Awe,3/23/1966,"SOUTH / TEMPLE, OK",34.166668,-98.244449,OTHER,Project Bluebook Case #10270. Laxson. Domed cylinder/cigar-shape / road. Man / military Togs boards. Going southeast. / r55p208.
Hatch_UDB_7552,Flying Saucer Formation Overhead,3/23/1966,"TRINIDAD, CO",37.172224,-104.500005,UAP,Many separate observer(s). Silent silver domed disks maneuver and land. Shoot away. / r211p112.
Hatch_UDB_7553,Flying Saucer Formation Overhead,3/23/1966,"BANGOR, ME",44.800002,-68.777781,UAP,Cop car malfunctions due to EME (electro-magnetic effects). Huge saucer lands. Moves / brush. 4 shots ricochet. / r47p119.
Hatch_UDB_7554,Baffling Event Leaves Witnesses in Awe,3/24/1966,"NEAR NEW ORLEANS, LA",30.016668,-90.066671,UAP,Retired Air Force Colonel and several. Night lights maneuver. Make sharp turn and away. / r73p27.
Hatch_UDB_7555,Baffling Event Leaves Witnesses in Awe,3/24/1966,"HOLLAND, MICH",42.750002,-86.166671,UAP,Glowing red and white object going quickly [to] across road 60m ahead / car. Type unknown. / r73p27.
Hatch_UDB_7556,Flying Saucer Formation Overhead,3/24/1966,"JACAREPAGUA, BRAZIL",-22.922223,-43.350002,UAP,3M brilliant silent metallic saucer nearly lands / house. Observer(s) speechless.
Hatch_UDB_7557,Flying Saucer Formation Overhead,3/24/1966,"NEAR COOK, MN",47.850002,-92.688893,OTHER,Trapper. Large UFO / portholes lands / snow. Matching traces found. / r73p27.
Hatch_UDB_7558,Flying Saucer Formation Overhead,3/24/1966,"VICTORIA, TX",28.800001,-97.00556,UAP,Cops and 9. Blue glow = domed disk shape. Hovers / 5 minute(s). Suddenly shoots going quickly northwest.
Hatch_UDB_7559,Baffling Event Leaves Witnesses in Awe,3/24/1966,"SHEBOYGAN, WI",43.750002,-87.716671,UAP,Bowl-shape over road. Seen again going south going north. Intense white lights. P324.
Hatch_UDB_7560,Flying Saucer Formation Overhead,3/25/1966,"UPPER SANDUSKY, OH",40.82778,-83.283337,UAP,2 / farm. Top-saucer with bright body lights hovers over woods. No further details.
Hatch_UDB_7561,Silent Aerial Object Displays Unusual Movement,3/25/1966,"TOLEDO, OH",41.67778,-83.550004,UAP,Policemen. Large glowing sphere/orb/globe / treetop level. Hovers and flies. No further details / r73p27.
Hatch_UDB_7562,Baffling Event Leaves Witnesses in Awe,3/26/1966,"ATTIGNEVILLE, FR",48.383336,5.816667,OTHER,Farmer. White 80cm cog-wheel rolls away going quickly north. Vanishes. 18cm thick.
Hatch_UDB_7563,Flying Saucer Formation Overhead,3/26/1966,"TEXHOMA, OK",36.505557,-101.783338,UAP,Project Bluebook Case #10291. Unidentified. Motor and lights fail. UFO going quickly [to] over car. Shape unknown. / r8#738.
